日期,收盘,开盘,高,低
2026/5/22,"7,473.47","7,468.82","7,506.32","7,463.29"
2026/5/21,"7,445.72","7,410.78","7,465.96","7,389.48"
2026/5/20,"7,432.97","7,369.19","7,435.69","7,357.46"
2026/5/19,"7,353.61","7,375.75","7,395.32","7,333.68"
2026/5/18,"7,403.05","7,415.07","7,434.06","7,353.17"
2026/5/15,"7,408.50","7,445.11","7,454.85","7,397.50"
2026/5/14,"7,501.24","7,454.40","7,517.12","7,454.40"
2026/5/13,"7,444.25","7,409.12","7,460.04","7,375.13"
2026/5/12,"7,400.96","7,390.63","7,409.57","7,338.54"
2026/5/11,"7,412.84","7,385.31","7,428.97","7,384.20"
2026/5/8,"7,398.93","7,362.97","7,401.50","7,362.97"
2026/5/7,"7,337.11","7,376.78","7,385.02","7,321.25"
2026/5/6,"7,365.12","7,294.14","7,369.22","7,294.14"
2026/5/5,"7,259.22","7,233.62","7,273.26","7,233.62"
2026/5/4,"7,200.75","7,228.38","7,244.54","7,174.12"
2026/5/1,"7,230.12","7,234.54","7,272.52","7,229.32"
2026/4/30,"7,209.01","7,161.75","7,219.83","7,126.15"
2026/4/29,"7,135.95","7,131.61","7,145.63","7,107.86"
2026/4/28,"7,138.80","7,133.74","7,152.52","7,115.17"
2026/4/27,"7,173.91","7,152.72","7,178.74","7,146.72"
2026/4/24,"7,165.08","7,136.48","7,168.59","7,112.82"
2026/4/23,"7,108.40","7,118.80","7,147.78","7,046.55"
2026/4/22,"7,137.90","7,102.91","7,138.64","7,102.91"
2026/4/21,"7,064.01","7,122.64","7,137.27","7,050.20"
2026/4/20,"7,109.14","7,117.05","7,122.65","7,084.41"
2026/4/17,"7,126.06","7,074.55","7,147.52","7,074.55"
2026/4/16,"7,041.28","7,037.78","7,051.23","7,008.52"
2026/4/15,"7,022.95","6,978.17","7,026.24","6,967.13"
2026/4/14,"6,967.38","6,910.20","6,969.42","6,905.17"
2026/4/13,"6,886.24","6,806.47","6,887.00","6,790.02"
2026/4/10,"6,816.89","6,839.24","6,845.77","6,808.46"
2026/4/9,"6,824.66","6,783.69","6,835.31","6,761.55"
2026/4/8,"6,782.81","6,754.36","6,793.50","6,740.28"
2026/4/7,"6,616.85","6,601.93","6,618.26","6,534.55"
2026/4/6,"6,611.83","6,587.66","6,618.13","6,579.72"
2026/4/2,"6,582.69","6,512.61","6,601.91","6,474.94"
2026/4/1,"6,575.32","6,556.56","6,609.67","6,554.29"
2026/3/31,"6,528.52","6,395.88","6,539.05","6,395.88"
2026/3/30,"6,343.72","6,403.37","6,427.31","6,316.91"
2026/3/27,"6,368.85","6,453.89","6,453.89","6,356.08"
2026/3/26,"6,477.16","6,555.86","6,573.22","6,473.79"
2026/3/25,"6,591.90","6,598.35","6,633.94","6,568.41"
2026/3/24,"6,556.37","6,552.09","6,595.75","6,525.11"
2026/3/23,"6,581.00","6,574.96","6,651.62","6,565.55"
2026/3/20,"6,506.48","6,594.66","6,594.66","6,473.52"
2026/3/19,"6,606.49","6,583.12","6,636.74","6,557.82"
2026/3/18,"6,624.70","6,697.16","6,705.18","6,621.66"
2026/3/17,"6,716.09","6,722.35","6,754.30","6,710.80"
2026/3/16,"6,699.38","6,674.37","6,729.79","6,674.37"
2026/3/13,"6,632.19","6,673.49","6,733.30","6,623.92"
2026/3/12,"6,672.62","6,740.88","6,740.88","6,670.40"
2026/3/11,"6,775.80","6,790.09","6,811.15","6,745.59"
2026/3/10,"6,781.48","6,796.56","6,845.08","6,759.74"
2026/3/9,"6,795.99","6,699.80","6,810.44","6,636.04"
2026/3/6,"6,740.02","6,769.03","6,773.42","6,711.56"
2026/3/5,"6,830.71","6,851.08","6,870.43","6,770.78"
2026/3/4,"6,869.50","6,831.69","6,885.94","6,811.64"
2026/3/3,"6,816.63","6,800.26","6,840.05","6,710.42"
2026/3/2,"6,881.62","6,824.36","6,901.01","6,796.85"
2026/2/27,"6,878.88","6,856.54","6,882.96","6,831.74"
2026/2/26,"6,908.86","6,944.74","6,947.25","6,859.73"
2026/2/25,"6,946.13","6,915.15","6,952.51","6,915.15"
2026/2/24,"6,890.07","6,837.37","6,899.17","6,815.43"
2026/2/23,"6,837.75","6,901.25","6,916.96","6,819.82"
2026/2/20,"6,909.51","6,843.26","6,915.86","6,836.33"
2026/2/19,"6,861.89","6,861.34","6,879.12","6,833.06"
2026/2/18,"6,881.31","6,855.48","6,909.12","6,849.66"
2026/2/17,"6,843.22","6,819.86","6,866.99","6,775.50"
2026/2/13,"6,836.17","6,834.27","6,881.96","6,794.55"
2026/2/12,"6,832.76","6,957.54","6,973.22","6,824.04"
2026/2/11,"6,941.47","6,976.48","6,993.48","6,911.97"
2026/2/10,"6,941.81","6,974.49","6,986.83","6,937.53"
2026/2/9,"6,964.82","6,917.26","6,980.10","6,905.87"
2026/2/6,"6,932.30","6,816.74","6,944.89","6,816.74"
2026/2/5,"6,798.40","6,837.39","6,857.85","6,780.13"
2026/2/4,"6,882.72","6,924.50","6,936.09","6,838.80"
2026/2/3,"6,917.81","6,985.45","6,993.08","6,862.05"
2026/2/2,"6,976.44","6,916.64","6,991.92","6,914.34"
2026/1/30,"6,939.03","6,947.27","6,964.09","6,893.48"
2026/1/29,"6,969.01","6,977.74","6,992.84","6,870.80"
2026/1/28,"6,978.03","7,002.00","7,002.28","6,963.46"
2026/1/27,"6,978.60","6,965.96","6,988.82","6,958.83"
2026/1/26,"6,950.23","6,923.23","6,964.66","6,921.60"
2026/1/23,"6,915.61","6,907.85","6,932.96","6,895.50"
2026/1/22,"6,913.35","6,914.44","6,934.75","6,893.62"
2026/1/21,"6,875.62","6,810.71","6,910.39","6,804.96"
2026/1/20,"6,796.86","6,865.24","6,871.17","6,789.05"
2026/1/16,"6,940.01","6,960.54","6,967.30","6,925.09"
2026/1/15,"6,944.47","6,969.46","6,979.34","6,937.93"
2026/1/14,"6,926.60","6,937.41","6,941.30","6,885.74"
2026/1/13,"6,963.74","6,977.41","6,985.83","6,938.77"
2026/1/12,"6,977.27","6,944.12","6,986.33","6,934.07"
2026/1/9,"6,966.28","6,927.83","6,978.36","6,917.64"
2026/1/8,"6,921.46","6,914.11","6,931.28","6,899.33"
2026/1/7,"6,920.93","6,945.07","6,965.69","6,919.19"
2026/1/6,"6,944.82","6,908.03","6,948.69","6,904.02"
2026/1/5,"6,902.05","6,892.19","6,920.38","6,891.56"
2026/1/2,"6,858.47","6,878.11","6,894.87","6,824.31"
2025/12/31,"6,845.50","6,898.82","6,901.42","6,844.55"
2025/12/30,"6,896.24","6,900.44","6,913.25","6,893.47"
2025/12/29,"6,905.74","6,903.60","6,920.21","6,888.76"
2025/12/26,"6,929.94","6,936.02","6,945.77","6,921.60"
2025/12/24,"6,932.05","6,904.91","6,937.32","6,904.91"
2025/12/23,"6,909.79","6,872.41","6,910.88","6,868.81"
2025/12/22,"6,878.49","6,865.21","6,882.03","6,855.74"
2025/12/19,"6,834.50","6,792.62","6,840.02","6,792.62"
2025/12/18,"6,774.76","6,778.06","6,816.13","6,758.50"
2025/12/17,"6,721.43","6,802.88","6,812.26","6,720.43"
2025/12/16,"6,800.26","6,800.12","6,819.27","6,759.74"
2025/12/15,"6,816.51","6,860.19","6,861.59","6,801.49"
2025/12/12,"6,827.41","6,886.85","6,899.85","6,801.79"
2025/12/11,"6,901.00","6,861.30","6,903.46","6,833.45"
2025/12/10,"6,886.68","6,833.49","6,900.67","6,824.69"
2025/12/9,"6,840.51","6,840.61","6,864.92","6,837.43"
2025/12/8,"6,846.51","6,875.20","6,878.27","6,827.19"
2025/12/5,"6,870.40","6,866.32","6,895.78","6,858.29"
2025/12/4,"6,857.12","6,866.47","6,866.47","6,827.12"
2025/12/3,"6,849.72","6,815.29","6,862.42","6,810.43"
2025/12/2,"6,829.37","6,830.96","6,851.55","6,806.71"
2025/12/1,"6,812.63","6,812.30","6,843.65","6,799.94"
2025/11/28,"6,849.09","6,822.52","6,850.86","6,819.75"
2025/11/26,"6,812.61","6,793.55","6,831.44","6,783.87"
2025/11/25,"6,765.88","6,697.03","6,776.40","6,659.98"
2025/11/24,"6,705.12","6,636.54","6,715.75","6,630.70"
2025/11/21,"6,602.99","6,555.77","6,660.05","6,521.92"
2025/11/20,"6,538.76","6,737.93","6,770.35","6,534.05"
2025/11/19,"6,642.16","6,625.84","6,689.75","6,603.50"
2025/11/18,"6,617.32","6,641.19","6,666.63","6,574.32"
2025/11/17,"6,672.41","6,713.61","6,754.50","6,638.90"
2025/11/14,"6,734.11","6,672.14","6,774.31","6,646.87"
2025/11/13,"6,737.49","6,826.47","6,828.05","6,724.72"
2025/11/12,"6,850.92","6,867.77","6,869.91","6,829.62"
2025/11/11,"6,846.61","6,815.64","6,855.13","6,806.87"
2025/11/10,"6,832.43","6,785.36","6,841.32","6,770.56"
2025/11/7,"6,728.80","6,696.18","6,730.11","6,631.44"
2025/11/6,"6,720.32","6,787.59","6,796.68","6,707.51"
2025/11/5,"6,796.29","6,769.77","6,829.78","6,763.11"
2025/11/4,"6,771.55","6,788.52","6,820.21","6,766.71"
2025/11/3,"6,851.97","6,882.32","6,882.32","6,820.62"
2025/10/31,"6,840.20","6,879.17","6,879.17","6,814.26"
2025/10/30,"6,822.34","6,860.50","6,880.75","6,820.69"
2025/10/29,"6,890.59","6,910.95","6,920.34","6,851.91"
2025/10/28,"6,890.89","6,897.74","6,911.30","6,870.73"
2025/10/27,"6,875.16","6,845.46","6,877.28","6,843.94"
2025/10/24,"6,791.69","6,772.07","6,807.11","6,772.07"
2025/10/23,"6,738.44","6,703.65","6,749.53","6,700.14"
2025/10/22,"6,699.40","6,741.34","6,741.75","6,655.69"
2025/10/21,"6,735.35","6,736.75","6,752.16","6,722.03"
2025/10/20,"6,735.13","6,690.05","6,744.35","6,690.05"
2025/10/17,"6,664.01","6,613.27","6,678.88","6,603.76"
2025/10/16,"6,629.07","6,689.02","6,709.34","6,593.99"
2025/10/15,"6,671.06","6,688.27","6,724.12","6,612.11"
2025/10/14,"6,644.31","6,602.49","6,680.70","6,555.07"
2025/10/13,"6,654.72","6,622.53","6,668.68","6,620.71"
2025/10/10,"6,552.51","6,740.49","6,762.40","6,550.78"
2025/10/9,"6,735.11","6,760.50","6,764.58","6,716.17"
2025/10/8,"6,753.72","6,723.87","6,755.64","6,718.09"
2025/10/7,"6,714.59","6,746.14","6,754.49","6,699.96"
2025/10/6,"6,740.28","6,733.86","6,749.52","6,717.78"
2025/10/3,"6,715.79","6,722.14","6,750.87","6,705.67"
2025/10/2,"6,715.35","6,731.31","6,731.94","6,693.23"
2025/10/1,"6,711.20","6,664.92","6,718.48","6,656.20"
2025/9/30,"6,688.46","6,656.19","6,691.25","6,641.00"
2025/9/29,"6,661.21","6,661.58","6,677.31","6,644.49"
2025/9/26,"6,643.70","6,615.38","6,648.97","6,604.43"
2025/9/25,"6,604.72","6,608.19","6,619.00","6,569.22"
2025/9/24,"6,637.97","6,669.79","6,672.66","6,621.76"
2025/9/23,"6,656.92","6,692.44","6,699.52","6,645.58"
2025/9/22,"6,693.75","6,654.28","6,698.88","6,648.07"
2025/9/19,"6,664.36","6,647.11","6,671.82","6,630.31"
2025/9/18,"6,631.96","6,626.85","6,656.80","6,611.89"
2025/9/17,"6,600.35","6,604.87","6,624.39","6,551.15"
2025/9/16,"6,606.76","6,624.13","6,626.99","6,600.11"
2025/9/15,"6,615.28","6,603.49","6,619.62","6,602.07"
2025/9/12,"6,584.29","6,590.66","6,600.21","6,579.49"
2025/9/11,"6,587.47","6,554.41","6,592.89","6,545.80"
2025/9/10,"6,532.04","6,550.29","6,555.97","6,516.34"
2025/9/9,"6,512.61","6,503.33","6,518.23","6,483.08"
2025/9/8,"6,495.15","6,498.09","6,508.67","6,483.29"
2025/9/5,"6,481.50","6,529.08","6,532.65","6,443.98"
2025/9/4,"6,502.08","6,456.60","6,502.54","6,445.98"
2025/9/3,"6,448.26","6,445.82","6,453.67","6,416.17"
2025/9/2,"6,415.54","6,401.51","6,416.54","6,360.58"
2025/8/29,"6,460.26","6,489.28","6,491.76","6,444.57"
2025/8/28,"6,501.86","6,483.84","6,508.23","6,466.96"
2025/8/27,"6,481.40","6,462.26","6,487.06","6,457.84"
2025/8/26,"6,465.94","6,435.49","6,468.37","6,429.21"
2025/8/25,"6,439.32","6,457.67","6,466.89","6,438.06"
2025/8/22,"6,466.91","6,384.59","6,478.89","6,384.59"
2025/8/21,"6,370.17","6,380.83","6,393.65","6,352.71"
2025/8/20,"6,395.78","6,406.62","6,408.40","6,343.86"
2025/8/19,"6,411.37","6,446.24","6,456.48","6,400.22"
2025/8/18,"6,449.15","6,445.02","6,455.35","6,437.70"
2025/8/15,"6,449.80","6,477.38","6,481.34","6,441.85"
2025/8/14,"6,468.54","6,453.46","6,473.92","6,441.07"
2025/8/13,"6,466.58","6,462.67","6,480.28","6,445.02"
2025/8/12,"6,445.76","6,395.17","6,446.55","6,385.76"
2025/8/11,"6,373.45","6,389.67","6,407.25","6,364.06"
2025/8/8,"6,389.45","6,355.22","6,395.16","6,355.22"
2025/8/7,"6,340.00","6,374.32","6,389.71","6,310.32"
2025/8/6,"6,345.06","6,309.30","6,352.83","6,301.11"
2025/8/5,"6,299.19","6,336.63","6,346.00","6,289.37"
2025/8/4,"6,329.94","6,271.71","6,330.69","6,271.71"
2025/8/1,"6,238.01","6,287.28","6,287.28","6,212.69"
2025/7/31,"6,339.39","6,427.02","6,427.02","6,327.64"
2025/7/30,"6,362.90","6,381.23","6,396.54","6,336.38"
2025/7/29,"6,370.86","6,405.62","6,409.26","6,363.92"
2025/7/28,"6,389.77","6,397.69","6,401.07","6,375.79"
2025/7/25,"6,388.64","6,370.01","6,395.82","6,368.53"
2025/7/24,"6,363.35","6,368.60","6,381.31","6,360.57"
2025/7/23,"6,358.91","6,326.90","6,360.64","6,317.49"
2025/7/22,"6,309.62","6,306.60","6,316.12","6,281.71"
2025/7/21,"6,305.60","6,304.74","6,336.08","6,303.79"
2025/7/18,"6,296.79","6,312.95","6,315.61","6,285.27"
2025/7/17,"6,297.36","6,263.40","6,304.69","6,262.27"
2025/7/16,"6,263.70","6,254.50","6,268.12","6,201.59"
2025/7/15,"6,243.76","6,295.29","6,302.04","6,241.68"
2025/7/14,"6,268.56","6,255.15","6,273.31","6,239.22"
2025/7/11,"6,259.75","6,255.68","6,269.44","6,237.60"
2025/7/10,"6,280.46","6,266.80","6,290.22","6,251.44"
2025/7/9,"6,263.26","6,243.33","6,269.16","6,231.43"
2025/7/8,"6,225.52","6,234.03","6,242.70","6,217.75"
2025/7/7,"6,229.98","6,259.04","6,262.07","6,201.00"
2025/7/3,"6,279.35","6,246.46","6,284.65","6,246.46"
2025/7/2,"6,227.42","6,193.88","6,227.60","6,188.29"
2025/7/1,"6,198.01","6,187.25","6,210.78","6,177.97"
2025/6/30,"6,204.95","6,193.36","6,215.08","6,174.97"
2025/6/27,"6,173.07","6,150.70","6,187.68","6,132.35"
2025/6/26,"6,141.02","6,112.09","6,146.52","6,107.27"
2025/6/25,"6,092.16","6,104.23","6,108.51","6,080.09"
2025/6/24,"6,092.18","6,061.21","6,101.76","6,059.25"
2025/6/23,"6,025.17","5,969.67","6,028.77","5,943.23"
2025/6/20,"5,967.84","5,999.67","6,018.20","5,952.56"
2025/6/18,"5,980.87","5,987.93","6,018.25","5,971.89"
2025/6/17,"5,982.72","6,012.15","6,023.25","5,974.80"
2025/6/16,"6,033.11","6,004.00","6,050.83","6,004.00"
2025/6/13,"5,976.97","6,000.56","6,026.16","5,963.21"
2025/6/12,"6,045.26","6,009.90","6,045.43","6,003.88"
2025/6/11,"6,022.24","6,049.38","6,059.40","6,002.32"
2025/6/10,"6,038.81","6,009.91","6,043.01","6,000.28"
2025/6/9,"6,005.88","6,004.63","6,021.31","5,994.18"
2025/6/6,"6,000.36","5,987.06","6,016.87","5,978.63"
2025/6/5,"5,939.30","5,985.67","5,999.70","5,921.20"
2025/6/4,"5,970.81","5,978.94","5,990.48","5,966.11"
2025/6/3,"5,970.37","5,938.56","5,981.35","5,929.00"
2025/6/2,"5,935.94","5,896.68","5,937.40","5,861.43"
2025/5/30,"5,911.69","5,903.67","5,922.14","5,843.66"
2025/5/29,"5,912.17","5,939.96","5,943.13","5,873.80"
2025/5/28,"5,888.55","5,925.54","5,939.92","5,881.88"
2025/5/27,"5,921.54","5,854.07","5,924.33","5,854.07"
2025/5/23,"5,802.82","5,781.89","5,829.51","5,767.41"
2025/5/22,"5,842.01","5,841.26","5,878.08","5,825.82"
2025/5/21,"5,844.61","5,910.18","5,938.37","5,830.91"
2025/5/20,"5,940.46","5,944.66","5,953.06","5,909.26"
2025/5/19,"5,963.60","5,902.88","5,968.61","5,895.69"
2025/5/16,"5,958.38","5,929.09","5,958.62","5,907.36"
2025/5/15,"5,916.93","5,869.82","5,924.21","5,865.16"
2025/5/14,"5,892.58","5,896.74","5,906.55","5,872.11"
2025/5/13,"5,886.55","5,854.15","5,906.64","5,845.02"
2025/5/12,"5,844.19","5,807.20","5,845.37","5,786.08"
2025/5/9,"5,659.91","5,679.65","5,691.69","5,644.15"
2025/5/8,"5,663.94","5,663.60","5,720.10","5,635.38"
2025/5/7,"5,631.28","5,614.18","5,654.73","5,578.64"
2025/5/6,"5,606.91","5,605.87","5,649.58","5,586.04"
2025/5/5,"5,650.38","5,655.32","5,683.38","5,634.48"
2025/5/2,"5,686.67","5,645.88","5,700.70","5,642.28"
2025/5/1,"5,604.14","5,625.14","5,658.91","5,597.35"
2025/4/30,"5,569.06","5,499.44","5,581.84","5,433.24"
2025/4/29,"5,560.83","5,508.87","5,571.95","5,505.70"
2025/4/28,"5,528.75","5,529.22","5,553.66","5,468.64"
2025/4/25,"5,525.21","5,489.73","5,528.11","5,455.86"
2025/4/24,"5,484.77","5,381.38","5,489.40","5,371.96"
2025/4/23,"5,375.86","5,395.92","5,469.69","5,356.17"
2025/4/22,"5,287.76","5,207.67","5,309.61","5,207.67"
2025/4/21,"5,158.20","5,232.94","5,232.94","5,101.63"
2025/4/17,"5,282.70","5,305.45","5,328.31","5,255.58"
2025/4/16,"5,275.70","5,335.75","5,367.24","5,220.79"
2025/4/15,"5,396.63","5,411.99","5,450.41","5,386.44"
2025/4/14,"5,405.97","5,441.96","5,459.46","5,358.02"
2025/4/11,"5,363.36","5,255.56","5,381.46","5,220.77"
2025/4/10,"5,268.05","5,353.15","5,353.15","5,115.27"
2025/4/9,"5,456.90","4,965.28","5,481.34","4,948.43"
2025/4/8,"4,982.77","5,193.57","5,267.47","4,910.42"
2025/4/7,"5,062.25","4,953.79","5,246.57","4,835.04"
2025/4/4,"5,074.08","5,292.14","5,292.14","5,069.90"
2025/4/3,"5,396.52","5,492.74","5,499.53","5,390.83"
2025/4/2,"5,670.97","5,580.76","5,695.31","5,571.48"
2025/4/1,"5,633.07","5,597.53","5,650.57","5,558.52"
2025/3/31,"5,611.85","5,527.91","5,627.56","5,488.73"
2025/3/28,"5,580.94","5,679.20","5,685.89","5,572.42"
2025/3/27,"5,693.31","5,695.64","5,732.28","5,670.94"
2025/3/26,"5,712.20","5,771.66","5,783.62","5,694.41"
2025/3/25,"5,776.65","5,775.96","5,786.95","5,760.42"
2025/3/24,"5,767.57","5,718.08","5,775.14","5,718.08"
2025/3/21,"5,667.56","5,630.73","5,670.84","5,603.10"
2025/3/20,"5,662.89","5,646.92","5,711.15","5,632.33"
2025/3/19,"5,675.29","5,632.37","5,715.33","5,622.20"
2025/3/18,"5,614.66","5,654.53","5,654.53","5,597.76"
2025/3/17,"5,675.12","5,635.60","5,703.52","5,631.12"
2025/3/14,"5,638.94","5,563.85","5,645.27","5,563.85"
2025/3/13,"5,521.52","5,594.45","5,597.78","5,504.65"
2025/3/12,"5,599.30","5,624.84","5,642.19","5,546.09"
2025/3/11,"5,572.07","5,603.65","5,636.30","5,528.41"
2025/3/10,"5,614.56","5,705.37","5,705.37","5,564.02"
2025/3/7,"5,770.20","5,726.01","5,783.01","5,666.29"
2025/3/6,"5,738.52","5,785.87","5,812.08","5,711.64"
2025/3/5,"5,842.63","5,781.36","5,860.59","5,742.35"
2025/3/4,"5,778.15","5,811.98","5,865.08","5,732.59"
2025/3/3,"5,849.72","5,968.33","5,986.09","5,810.91"
2025/2/28,"5,954.50","5,856.74","5,959.40","5,837.66"
2025/2/27,"5,861.57","5,981.88","5,993.69","5,858.78"
2025/2/26,"5,956.06","5,970.87","6,009.82","5,932.69"
2025/2/25,"5,955.25","5,982.73","5,992.65","5,908.49"
2025/2/24,"5,983.25","6,026.69","6,043.65","5,977.83"
2025/2/21,"6,013.13","6,114.10","6,114.82","6,008.56"
2025/2/20,"6,117.52","6,134.50","6,134.50","6,084.59"
2025/2/19,"6,144.15","6,117.76","6,147.43","6,111.15"
2025/2/18,"6,129.58","6,121.60","6,129.63","6,099.51"
2025/2/14,"6,114.63","6,115.52","6,127.47","6,107.62"
2025/2/13,"6,115.07","6,060.59","6,116.91","6,050.95"
2025/2/12,"6,051.97","6,025.08","6,063.00","6,003.00"
2025/2/11,"6,068.50","6,049.32","6,076.28","6,042.34"
2025/2/10,"6,066.44","6,046.40","6,073.38","6,044.84"
2025/2/7,"6,025.99","6,083.13","6,101.28","6,019.96"
2025/2/6,"6,083.57","6,072.22","6,084.03","6,046.83"
2025/2/5,"6,061.48","6,020.45","6,062.86","6,007.06"
2025/2/4,"6,037.88","5,998.14","6,042.48","5,990.87"
2025/2/3,"5,994.57","5,969.65","6,022.13","5,923.93"
2025/1/31,"6,040.53","6,096.79","6,120.91","6,030.93"
2025/1/30,"6,071.17","6,050.75","6,086.64","6,027.46"
2025/1/29,"6,039.31","6,057.70","6,062.83","6,012.96"
2025/1/28,"6,067.70","6,026.97","6,074.54","5,994.63"
2025/1/27,"6,012.28","5,969.04","6,017.17","5,962.92"
2025/1/24,"6,101.24","6,121.43","6,128.18","6,088.74"
2025/1/23,"6,118.71","6,076.32","6,118.73","6,074.67"
2025/1/22,"6,086.37","6,081.39","6,100.81","6,076.13"
2025/1/21,"6,049.24","6,014.12","6,051.51","6,006.88"
2025/1/17,"5,996.66","5,995.40","6,014.96","5,978.44"
2025/1/16,"5,937.34","5,963.61","5,964.69","5,930.72"
2025/1/15,"5,949.91","5,905.21","5,960.61","5,905.21"
2025/1/14,"5,842.91","5,859.27","5,871.92","5,805.42"
2025/1/13,"5,836.22","5,782.02","5,838.61","5,773.31"
2025/1/10,"5,827.04","5,890.35","5,890.35","5,807.78"
2025/1/8,"5,918.25","5,910.66","5,927.89","5,874.78"
2025/1/7,"5,909.03","5,993.26","6,000.68","5,890.68"
2025/1/6,"5,975.38","5,982.81","6,021.04","5,960.01"
2025/1/3,"5,942.47","5,891.07","5,949.34","5,888.66"
2025/1/2,"5,868.55","5,903.26","5,935.09","5,829.53"
2024/12/31,"5,881.63","5,919.74","5,929.74","5,868.86"
2024/12/30,"5,906.94","5,920.67","5,940.79","5,869.16"
2024/12/27,"5,970.84","6,006.17","6,006.17","5,932.95"
2024/12/26,"6,037.59","6,024.97","6,049.75","6,007.37"
2024/12/24,"6,040.04","5,984.63","6,040.10","5,981.44"
2024/12/23,"5,974.07","5,940.25","5,978.25","5,902.57"
2024/12/20,"5,930.85","5,842.00","5,982.06","5,832.30"
2024/12/19,"5,867.08","5,912.71","5,935.52","5,866.07"
2024/12/18,"5,872.16","6,047.65","6,070.67","5,867.79"
2024/12/17,"6,050.61","6,052.55","6,057.68","6,035.19"
2024/12/16,"6,074.08","6,063.79","6,085.19","6,059.14"
2024/12/13,"6,051.09","6,068.17","6,078.58","6,035.77"
2024/12/12,"6,051.25","6,074.29","6,079.68","6,051.25"
2024/12/11,"6,084.19","6,060.15","6,092.59","6,060.15"
2024/12/10,"6,034.91","6,057.59","6,065.40","6,029.89"
2024/12/9,"6,052.85","6,083.01","6,088.51","6,048.63"
2024/12/6,"6,090.27","6,081.38","6,099.97","6,079.98"
2024/12/5,"6,075.11","6,089.03","6,094.55","6,072.90"
2024/12/4,"6,086.49","6,069.39","6,089.84","6,061.06"
2024/12/3,"6,049.88","6,042.97","6,052.07","6,033.39"
2024/12/2,"6,047.15","6,040.11","6,053.58","6,035.33"
2024/11/29,"6,032.38","6,003.98","6,044.17","6,003.98"
2024/11/27,"5,998.74","6,014.11","6,020.16","5,984.87"
2024/11/26,"6,021.63","6,000.03","6,025.42","5,992.27"
2024/11/25,"5,987.37","5,992.28","6,020.75","5,963.91"
2024/11/22,"5,969.34","5,944.36","5,972.90","5,944.36"
2024/11/21,"5,948.71","5,940.58","5,963.32","5,887.26"
2024/11/20,"5,917.11","5,914.34","5,920.67","5,860.56"
2024/11/19,"5,916.98","5,870.05","5,923.51","5,855.29"
2024/11/18,"5,893.62","5,874.17","5,908.12","5,865.95"
2024/11/15,"5,870.62","5,912.79","5,915.32","5,853.01"
2024/11/14,"5,949.17","5,989.68","5,993.88","5,942.28"
2024/11/13,"5,985.38","5,985.75","6,008.19","5,965.91"
2024/11/12,"5,983.99","6,003.60","6,009.92","5,960.08"
2024/11/11,"6,001.35","6,008.86","6,017.31","5,986.69"
2024/11/8,"5,995.54","5,976.76","6,012.45","5,976.76"
2024/11/7,"5,973.10","5,947.21","5,983.84","5,947.21"
2024/11/6,"5,929.04","5,864.89","5,936.14","5,864.89"
2024/11/5,"5,782.76","5,722.43","5,783.44","5,722.10"
2024/11/4,"5,712.69","5,725.15","5,741.43","5,696.51"
2024/11/1,"5,728.80","5,723.22","5,772.52","5,723.22"
2024/10/31,"5,705.45","5,775.34","5,775.34","5,702.86"
2024/10/30,"5,813.67","5,832.65","5,850.94","5,811.28"
2024/10/29,"5,832.92","5,819.68","5,847.19","5,802.17"
2024/10/28,"5,823.52","5,833.93","5,842.92","5,823.08"
2024/10/25,"5,808.12","5,826.75","5,862.82","5,799.98"
2024/10/24,"5,809.86","5,817.80","5,817.80","5,784.92"
2024/10/23,"5,797.42","5,834.50","5,834.85","5,762.41"
2024/10/22,"5,851.20","5,832.70","5,863.04","5,821.17"
2024/10/21,"5,853.98","5,857.82","5,866.92","5,824.79"
2024/10/18,"5,864.67","5,859.43","5,872.17","5,846.11"
2024/10/17,"5,841.47","5,875.62","5,878.46","5,840.25"
2024/10/16,"5,842.47","5,816.58","5,846.52","5,808.34"
2024/10/15,"5,815.26","5,866.74","5,870.36","5,804.48"
2024/10/14,"5,859.85","5,829.81","5,871.41","5,829.57"
2024/10/11,"5,815.03","5,775.09","5,822.13","5,775.09"
2024/10/10,"5,780.05","5,778.36","5,795.03","5,764.76"
2024/10/9,"5,792.04","5,751.80","5,796.80","5,745.02"
2024/10/8,"5,751.13","5,719.14","5,757.60","5,714.56"
2024/10/7,"5,695.94","5,737.80","5,739.34","5,686.85"
2024/10/4,"5,751.07","5,737.48","5,753.21","5,702.83"
2024/10/3,"5,699.94","5,698.19","5,718.78","5,677.37"
2024/10/2,"5,709.54","5,698.14","5,719.63","5,674.00"
2024/10/1,"5,708.75","5,757.73","5,757.73","5,681.28"
2024/9/30,"5,762.48","5,726.52","5,765.14","5,703.53"
2024/9/27,"5,738.17","5,755.36","5,763.78","5,727.34"
2024/9/26,"5,745.37","5,762.22","5,767.37","5,721.01"
2024/9/25,"5,722.26","5,733.65","5,741.03","5,712.06"
2024/9/24,"5,732.93","5,727.66","5,735.32","5,698.99"
2024/9/23,"5,718.57","5,711.90","5,725.36","5,704.22"
2024/9/20,"5,702.55","5,709.64","5,715.14","5,674.49"
2024/9/19,"5,713.64","5,702.63","5,733.57","5,686.42"
2024/9/18,"5,618.26","5,641.68","5,689.75","5,615.08"
2024/9/17,"5,634.58","5,655.51","5,670.81","5,614.05"
2024/9/16,"5,633.09","5,615.21","5,636.05","5,604.53"
